ensembl	gene_name	entrezgene	protein	busco
ENSG00000137101	CD72	971.0	ENSP00000259633	164254at9347
ENSG00000104883	PEX11G	92960.0	ENSP00000221480	169526at9347
ENSG00000088827	SIGLEC1	6614.0	ENSP00000341141	10778at9347
ENSG00000128815	WDFY4	57705.0	ENSP00000320563	1673at9347
ENSG00000008853	RHOBTB2	23221.0	ENSP00000427926	48217at9347
ENSG00000165168	CYBB	1536.0	ENSP00000512462	65794at9347
ENSG00000156858	PRR14	78994.0	ENSP00000300835	122998at9347
ENSG00000198723	SAXO5	374877.0	ENSP00000355241	127687at9347
ENSG00000167721	TSR1	55720.0	ENSP00000301364	44151at9347
ENSG00000188739	RBM34	23029.0	ENSP00000386226	127709at9347
ENSG00000125375	DMAC2L	27109.0	ENSP00000308334	167669at9347
ENSG00000123485	HJURP	55355.0	ENSP00000407208	75795at9347
ENSG00000088298	EDEM2	111089941.0	ENSP00000363615	64591at9347
ENSG00000112237	CCNC	892.0	ENSP00000358222	140167at9347
ENSG00000090674	MCOLN1	57192.0	ENSP00000264079	64597at9347
ENSG00000188981	MSANTD1	345222.0	ENSP00000423547	156709at9347
ENSG00000211448	DIO2	1734.0	ENSP00000405854	148267at9347
ENSG00000170807	LMOD2	442721.0	ENSP00000411932	118836at9347
ENSG00000101019	UQCC1	55245.0	ENSP00000363506	136973at9347
ENSG00000055950	MRPL43	84545.0	ENSP00000315364	187614at9347
ENSG00000008283	CYB561	1534.0	ENSP00000376701	167589at9347
ENSG00000139970	RTN1	6252.0	ENSP00000267484	64985at9347
ENSG00000130150	MOSPD2	158747.0	ENSP00000369860	78377at9347
ENSG00000144481	TRPM8	79054.0	ENSP00000323926	17986at9347
ENSG00000106302	HYAL4	23553.0	ENSP00000223026	91026at9347
ENSG00000156860	FBRS	64319.0	ENSP00000348489	92074at9347
ENSG00000106333	PCOLCE	5118.0	ENSP00000223061	95996at9347
ENSG00000173085	COQ2	27235.0	ENSP00000495761	134024at9347
ENSG00000164187	LMBRD2	92255.0	ENSP00000296603	51937at9347
ENSG00000106330	MOSPD3	64598.0	ENSP00000223054	178961at9347
ENSG00000005844	ITGAL	3683.0	ENSP00000350886	19581at9347
ENSG00000111780			ENSP00000450281	186238at9347
ENSG00000173083	HPSE	10855.0	ENSP00000308107	80273at9347
ENSG00000152620	NADK2	133686.0	ENSP00000371362	93837at9347
ENSG00000100526	CDKN3	1033.0	ENSP00000396451	170550at9347
ENSG00000106327	TFR2	7036.0	ENSP00000223051	37636at9347
ENSG00000165272	AQP3	360.0	ENSP00000297991	130232at9347
ENSG00000102053	ZC3H12B	340554.0	ENSP00000340839	30626at9347
ENSG00000110871	COQ5	84274.0	ENSP00000288532	128740at9347
ENSG00000116703	PDC	5132.0	ENSP00000375855	159074at9347
ENSG00000187806	TMEM202	338949.0	ENSP00000340212	159656at9347
ENSG00000243978	RTL9	57529.0	ENSP00000430395	34201at9347
ENSG00000167272	POP5	51367.0	ENSP00000350098	182042at9347
ENSG00000152102	FAM168B	130074.0	ENSP00000387051	180463at9347
ENSG00000101940	WDR13	64743.0	ENSP00000218056	79804at9347
ENSG00000139537	CCDC65	85478.0	ENSP00000266984	102477at9347
ENSG00000145604	SKP2	6502.0	ENSP00000274254	88396at9347
ENSG00000127191	TRAF2	7186.0	ENSP00000247668	75989at9347
ENSG00000147457	CHMP7	91782.0	ENSP00000380794	111079at9347
ENSG00000101323	HAO1	54363.0	ENSP00000368066	112589at9347
ENSG00000134285	FKBP11	51303.0	ENSP00000449751	184920at9347
ENSG00000125827	TMX4	56255.0	ENSP00000246024	156479at9347
ENSG00000090432	MUL1	79594.0	ENSP00000264198	120977at9347
ENSG00000136522	MRPL47	57129.0	ENSP00000417602	166057at9347
ENSG00000008869	HEATR5B	54497.0	ENSP00000233099	4051at9347
ENSG00000165806	CASP7	840.0	ENSP00000480584	140481at9347
ENSG00000158825	CDA	978.0	ENSP00000364212	185629at9347
ENSG00000172354	GNB2	2783.0	ENSP00000305260	115105at9347
ENSG00000182621	PLCB1	23236.0	ENSP00000490862	17617at9347
ENSG00000158828	PINK1	65018.0	ENSP00000364204	75784at9347
ENSG00000132297	HHLA1	10086.0	ENSP00000388322	92030at9347
ENSG00000077713	SLC25A43	203427.0	ENSP00000217909	127889at9347
ENSG00000103023	PRSS54	221191.0	ENSP00000455024	123455at9347
ENSG00000134371	CDC73	79577.0	ENSP00000356405	72035at9347
ENSG00000157657	ZNF618	114991.0	ENSP00000363241	24426at9347
ENSG00000178772	CPN2	1370.0	ENSP00000319464	86782at9347
ENSG00000172061	LRRC15	131578.0	ENSP00000306276	84376at9347
ENSG00000181418	DDN	23109.0	ENSP00000390590	102184at9347
ENSG00000041802	LSG1	55341.0	ENSP00000265245	63768at9347
ENSG00000167550	RHEBL1	121268.0	ENSP00000301068	175148at9347
ENSG00000162630	B3GALT2	8707.0	ENSP00000356404	96091at9347
ENSG00000160973	FOXH1	8928.0	ENSP00000366534	118249at9347
ENSG00000163312	HELQ	113510.0	ENSP00000295488	32220at9347
ENSG00000162222	TTC9C	283237.0	ENSP00000435282	182948at9347
ENSG00000160972	PPP1R16A	84988.0	ENSP00000391126	100010at9347
ENSG00000066557	LRRC40	55631.0	ENSP00000359990	66395at9347
ENSG00000115816	CEBPZ	10153.0	ENSP00000234170	27964at9347
ENSG00000198909	MAP3K3	4215.0	ENSP00000461988	51542at9347
ENSG00000185112	FAM43A	131583.0	ENSP00000371397	120732at9347
ENSG00000185670	ZBTB3	79842.0	ENSP00000378286	93861at9347
ENSG00000198924	DCLRE1A	9937.0	ENSP00000355185	33183at9347
ENSG00000134107	BHLHE40	8553.0	ENSP00000256495	105856at9347
ENSG00000166152	C16orf78	123970.0	ENSP00000299191	180794at9347
ENSG00000100852	ARHGAP5	394.0	ENSP00000452222	8489at9347
ENSG00000168002	POLR2G	5436.0	ENSP00000301788	176031at9347
ENSG00000118454	ANKRD13C	81573.0	ENSP00000359982	75648at9347
ENSG00000102935	ZNF423	23090.0	ENSP00000455426	12266at9347
ENSG00000003509	NDUFAF7	55471.0	ENSP00000002125	94538at9347
ENSG00000148735	PLEKHS1	79949.0	ENSP00000511629	105611at9347
ENSG00000162227	TAF6L	10629.0	ENSP00000294168	63087at9347
ENSG00000165795	NDRG2	57447.0	ENSP00000298687	123131at9347
ENSG00000163322	ABRAXAS1	84142.0	ENSP00000369857	102267at9347
ENSG00000148204	CRB2	286204.0	ENSP00000353092	21440at9347
ENSG00000134109	EDEM1	9695.0	ENSP00000256497	52185at9347
ENSG00000121281	ADCY7	113.0	ENSP00000378187	22648at9347
ENSG00000168569	TMEM223	79064.0	ENSP00000303987	180457at9347
ENSG00000111652	COPS7A	50813.0	ENSP00000438115	156931at9347
ENSG00000185475	TMEM179B	374395.0	ENSP00000333697	184929at9347
ENSG00000172336	POP7	10248.0	ENSP00000304353	191226at9347
ENSG00000011304	PTBP1	5725.0	ENSP00000489604	77191at9347
ENSG00000095627	TDRD1	56165.0	ENSP00000358288	20805at9347
ENSG00000145907	G3BP1	10146.0	ENSP00000503039	114934at9347
ENSG00000057757	PITHD1	57095.0	ENSP00000246151	179634at9347
ENSG00000109511	ANXA10	11199.0	ENSP00000352248	129581at9347
ENSG00000107099	DOCK8	81704.0	ENSP00000394888	3619at9347
ENSG00000180376	CCDC66	285331.0	ENSP00000378167	49817at9347
ENSG00000115825	PRKD3	23683.0	ENSP00000368356	24971at9347
ENSG00000167700	MFSD3	113655.0	ENSP00000301327	132665at9347
ENSG00000107816	LZTS2	84445.0	ENSP00000359243	158688at9347
ENSG00000160957	RECQL4	9401.0	ENSP00000482313	38446at9347
ENSG00000153291	SLC25A27	9481.0	ENSP00000360398	124080at9347
ENSG00000180113	TDRD6	221400.0	ENSP00000443299	8468at9347
ENSG00000146070	PLA2G7	7941.0	ENSP00000274793	114923at9347
ENSG00000117308	GALE	2582.0	ENSP00000483375	131586at9347
ENSG00000115828	QPCT	25797.0	ENSP00000344829	119070at9347
ENSG00000136490	LIMD2	80774.0	ENSP00000259006	192633at9347
ENSG00000069122	ADGRF5	221395.0	ENSP00000283296	16681at9347
ENSG00000128052	KDR	3791.0	ENSP00000263923	11215at9347
ENSG00000269335	IKBKG	8517.0	ENSP00000394934	130649at9347
ENSG00000163171	CDC42EP3	10602.0	ENSP00000480549	176320at9347
ENSG00000168356	SCN11A	11280.0	ENSP00000307599	11087at9347
ENSG00000108424	KPNB1	3837.0	ENSP00000438253	28829at9347
ENSG00000121274	TENT4B	64282.0	ENSP00000396995	64656at9347
ENSG00000163297	ANTXR2	118429.0	ENSP00000385575	95230at9347
ENSG00000175581	MRPL48	51642.0	ENSP00000308717	172254at9347
ENSG00000169252	ADRB2	154.0	ENSP00000305372	96733at9347
ENSG00000164287	CDC20B	166979.0	ENSP00000296733	89420at9347
ENSG00000254402	LRRC24	441381.0	ENSP00000434849	102373at9347
ENSG00000196411	EPHB4	2050.0	ENSP00000353833	21960at9347
ENSG00000134461	ANKRD16	54522.0	ENSP00000369436	123142at9347
ENSG00000158716	DUSP23	54935.0	ENSP00000357089	186934at9347
ENSG00000171940	ZNF217	7764.0	ENSP00000360526	35155at9347
ENSG00000140575	IQGAP1	8826.0	ENSP00000268182	6905at9347
ENSG00000160211	G6PD	2539.0	ENSP00000512615	57589at9347
ENSG00000164403	SHROOM1	134549.0	ENSP00000367950	112859at9347
ENSG00000089177	KIF16B	55614.0	ENSP00000489838	26103at9347
ENSG00000140932	CMTM2	146225.0	ENSP00000268595	181291at9347
ENSG00000134452	FBH1	84893.0	ENSP00000380439	23077at9347
ENSG00000140931	CMTM3	123920.0	ENSP00000400482	181915at9347
ENSG00000089692	LAG3	3902.0	ENSP00000203629	119703at9347
ENSG00000131437	KIF3A	11127.0	ENSP00000368020	58507at9347
ENSG00000158714	SLAMF8	56833.0	ENSP00000289707	154324at9347
ENSG00000243284	VSIG8	391123.0	ENSP00000357080	139915at9347
ENSG00000010610	CD4	920.0	ENSP00000011653	139498at9347
ENSG00000187068	C3orf70	285382.0	ENSP00000334974	157039at9347
ENSG00000146828	SLC12A9	56996.0	ENSP00000275730	38007at9347
ENSG00000090054	SPTLC1	10558.0	ENSP00000262554	95504at9347
ENSG00000213085	CFAP45	25790.0	ENSP00000357079	111796at9347
ENSG00000156931	VPS8	23355.0	ENSP00000287546	10182at9347
ENSG00000073861	TBX21	30009.0	ENSP00000177694	71937at9347
ENSG00000078804	TP53INP2	58476.0	ENSP00000363942	194609at9347
ENSG00000159111	MRPL10	124995.0	ENSP00000324100	161248at9347
ENSG00000131067	GGT7	2686.0	ENSP00000338964	66676at9347
ENSG00000162723	SLAMF9	89886.0	ENSP00000357072	179587at9347
ENSG00000141294	LRRC46	90506.0	ENSP00000269025	170975at9347
ENSG00000131069	ACSS2	55902.0	ENSP00000353804	42752at9347
ENSG00000141295	SCRN2	90507.0	ENSP00000290216	91201at9347
ENSG00000183723	CMTM4	146223.0	ENSP00000333833	180317at9347
ENSG00000119397	CNTRL	11064.0	ENSP00000362962	5072at9347
ENSG00000087077	TRIP6	7205.0	ENSP00000200457	93206at9347
ENSG00000110811	P3H3	10536.0	ENSP00000478600	65782at9347
ENSG00000155508	CNOT8	9337.0	ENSP00000430493	130231at9347
ENSG00000147677	EIF3H	8667.0	ENSP00000429931	142283at9347
ENSG00000005448	WDR54	84058.0	ENSP00000006526	120273at9347
ENSG00000261371	PECAM1	5175.0	ENSP00000457421	53442at9347
ENSG00000166145	SPINT1	6692.0	ENSP00000457076	92049at9347
ENSG00000271605	MILR1	284021.0	ENSP00000481318	187831at9347
ENSG00000196455	PIK3R4	30849.0	ENSP00000349205	9973at9347
ENSG00000087087	SRRT	51593.0	ENSP00000480421	61667at9347
ENSG00000177888	ZBTB41	360023.0	ENSP00000356375	27415at9347
ENSG00000134470	IL15RA	3601.0	ENSP00000479839	183344at9347
ENSG00000187955	COL14A1	7373.0	ENSP00000311809	7987at9347
ENSG00000115274	INO80B	83444.0	ENSP00000233331	160202at9347
ENSG00000111664	GNB3	2784.0	ENSP00000229264	109578at9347
ENSG00000163394	CCKAR	886.0	ENSP00000295589	113153at9347
ENSG00000251246	EFNA4-EFNA3	125467750.0	ENSP00000426741	151929at9347
ENSG00000256525	POLG2	11232.0	ENSP00000442563	93724at9347
ENSG00000128039	SRD5A3	79644.0	ENSP00000264228	149320at9347
ENSG00000169242	EFNA1	1942.0	ENSP00000357392	168983at9347
ENSG00000153012	LGI2	55203.0	ENSP00000371548	81104at9347
ENSG00000239779	WBP1	23559.0	ENSP00000377542	169914at9347
ENSG00000107331	ABCA2	20.0	ENSP00000344155	2961at9347
ENSG00000179335	CLK3	1198.0	ENSP00000344112	91771at9347
ENSG00000169241	SLC50A1	55974.0	ENSP00000357389	173789at9347
ENSG00000038210	PI4K2B	55300.0	ENSP00000423373	83423at9347
ENSG00000125351	UPF3B	65109.0	ENSP00000276201	148616at9347
ENSG00000163347	CLDN1	9076.0	ENSP00000295522	177495at9347
ENSG00000113946	CLDN16	10686.0	ENSP00000264734	159393at9347
ENSG00000109618	SEPSECS	51091.0	ENSP00000371535	75975at9347
ENSG00000187726	DNAJB13	374407.0	ENSP00000344431	112870at9347
ENSG00000204822	MRPL53	116540.0	ENSP00000258105	193332at9347
ENSG00000147065	MSN	4478.0	ENSP00000513131	78809at9347
ENSG00000010626	LRRC23	10233.0	ENSP00000007969	151650at9347
ENSG00000135637	CCDC142	84865.0	ENSP00000377537	73263at9347
ENSG00000175564	UCP3	7352.0	ENSP00000323740	123210at9347
ENSG00000123154	WDR83	84292.0	ENSP00000402653	124974at9347
ENSG00000078814	MYH7B	57644.0	ENSP00000262873	8674at9347
ENSG00000108654	DDX5	1655.0	ENSP00000225792	60880at9347
ENSG00000163463	KRTCAP2	200185.0	ENSP00000501502	191517at9347
ENSG00000164266	SPINK1	6690.0	ENSP00000296695	202485at9347
ENSG00000130826	DKC1	1736.0	ENSP00000400542	96677at9347
ENSG00000205301	MGAT4D	152586.0	ENSP00000421185	154015at9347
ENSG00000169231	THBS3	7059.0	ENSP00000357362	23405at9347
ENSG00000132004	FBXW9	84261.0	ENSP00000376945	99714at9347
ENSG00000115289	PCGF1	84759.0	ENSP00000233630	148489at9347
ENSG00000179387	ELMOD2	255520.0	ENSP00000326342	136509at9347
ENSG00000129295	DNAAF11	23639.0	ENSP00000484634	101759at9347
ENSG00000198356	GET3	439.0	ENSP00000466379	115668at9347
ENSG00000137142	IGFBPL1	347252.0	ENSP00000366923	156906at9347
ENSG00000129007	CALML4	91860.0	ENSP00000419081	181973at9347
ENSG00000109424	UCP1	7350.0	ENSP00000262999	127768at9347
ENSG00000102225	CDK16	5127.0	ENSP00000405798	69437at9347
ENSG00000039987	BEST2	54831.0	ENSP00000448310	100591at9347
ENSG00000183476	SH2D7	646892.0	ENSP00000327846	113302at9347
ENSG00000137145	DENND4C	55667.0	ENSP00000473565	5720at9347
ENSG00000151704	KCNJ1	3758.0	ENSP00000376433	108508at9347
ENSG00000146830	GIGYF1	64599.0	ENSP00000275732	56974at9347
ENSG00000144045	DQX1	165545.0	ENSP00000377523	52990at9347
ENSG00000121895	TMEM156	80008.0	ENSP00000371364	162571at9347
ENSG00000101294	HM13	81502.0	ENSP00000343032	100684at9347
ENSG00000175482	POLD4	57804.0	ENSP00000311368	188827at9347
ENSG00000104497	SNX16	64089.0	ENSP00000322652	135743at9347
ENSG00000177853	ZNF518A	9849.0	ENSP00000481657	10688at9347
ENSG00000115307	AUP1	550.0	ENSP00000403430	120392at9347
ENSG00000104889	RNASEH2A	10535.0	ENSP00000221486	132192at9347
ENSG00000167202	TBC1D2B	23102.0	ENSP00000300584	27351at9347
ENSG00000123739	PLA2G12A	81579.0	ENSP00000243501	180152at9347
ENSG00000095585	BLNK	29760.0	ENSP00000224337	101282at9347
ENSG00000111676	ATN1	1822.0	ENSP00000349076	65788at9347
ENSG00000147439	BIN3	55909.0	ENSP00000276416	154110at9347
ENSG00000109534	GAR1	54433.0	ENSP00000378127	195699at9347
ENSG00000164535	DAGLB	221955.0	ENSP00000297056	65823at9347
ENSG00000095066	HOOK2	29911.0	ENSP00000380785	66095at9347
ENSG00000138363	ATIC	471.0	ENSP00000236959	60317at9347
ENSG00000180245	RRH	10692.0	ENSP00000314992	122131at9347
ENSG00000111678	C12orf57	113246.0	ENSP00000440602	194093at9347
ENSG00000183423	LRIT3	345193.0	ENSP00000469759	67797at9347
ENSG00000111679	PTPN6	5777.0	ENSP00000382376	54891at9347
ENSG00000074181	NOTCH3	4854.0	ENSP00000263388	3148at9347
ENSG00000138813	C4orf17	84103.0	ENSP00000322582	159693at9347
ENSG00000103653	CSK	1445.0	ENSP00000220003	80217at9347
ENSG00000185359	HGS	9146.0	ENSP00000503695	63407at9347
ENSG00000175463	TBC1D10C	374403.0	ENSP00000443654	113631at9347
ENSG00000138823	MTTP	4547.0	ENSP00000400821	28675at9347
ENSG00000107036	RIC1	57589.0	ENSP00000251879	9981at9347
ENSG00000102226	USP11	8237.0	ENSP00000218348	29857at9347
ENSG00000175634	RPS6KB2	6199.0	ENSP00000308413	96670at9347
ENSG00000160410	SHKBP1	92799.0	ENSP00000472711	54108at9347
ENSG00000151611	MMAA	105377467.0	ENSP00000497680	99015at9347
ENSG00000161714	PLCD3	113026.0	ENSP00000479636	51387at9347
ENSG00000183208	GDPGP1	390637.0	ENSP00000452793	116981at9347
ENSG00000181513	ACBD4	79777.0	ENSP00000482750	143775at9347
ENSG00000137766	UNC13C	440279.0	ENSP00000497525	3860at9347
ENSG00000073734	ABCB11	8647.0	ENSP00000497931	12477at9347
ENSG00000137460	FHDC1	85462.0	ENSP00000427567	30067at9347
ENSG00000151881	TMEM267	64417.0	ENSP00000426067	172643at9347
ENSG00000129187	DCTD	1635.0	ENSP00000349576	173360at9347
ENSG00000120215	MLANA	2315.0	ENSP00000370886	197197at9347
ENSG00000156453	PCDH1	5097.0	ENSP00000287008	16048at9347
ENSG00000173517	PEAK1	79834.0	ENSP00000452796	7306at9347
ENSG00000172725	CORO1B	57175.0	ENSP00000340211	75292at9347
ENSG00000186834	HEXIM1	10614.0	ENSP00000328773	155419at9347
ENSG00000081479	LRP2	4036.0	ENSP00000496870	501at9347
ENSG00000082074	FYB1	2533.0	ENSP00000425845	78086at9347
ENSG00000099219	ERMP1	79956.0	ENSP00000510190	36487at9347
ENSG00000204842	ATXN2	6311.0	ENSP00000496055	35366at9347
ENSG00000047346	ATOSA	56204.0	ENSP00000261844	32663at9347
ENSG00000090006	LTBP4	8425.0	ENSP00000204005	8190at9347
ENSG00000174059	CD34	947.0	ENSP00000310036	129007at9347
ENSG00000137473	TTC29	83894.0	ENSP00000423505	92794at9347
ENSG00000175514	GPR152	390212.0	ENSP00000310255	123493at9347
ENSG00000142657	PGD	5226.0	ENSP00000270776	78470at9347
ENSG00000165312	OTUD1	220213.0	ENSP00000365678	141871at9347
ENSG00000251503	CENPS-CORT	100526739.0	ENSP00000473509	190664at9347
ENSG00000111875	ASF1A	25842.0	ENSP00000229595	174513at9347
ENSG00000162236	STX5	6811.0	ENSP00000294179	132226at9347
ENSG00000138756	BMP2K	55589.0	ENSP00000424668	31852at9347
ENSG00000160049	DFFA	1676.0	ENSP00000366237	145841at9347
ENSG00000164172	MOCS2	4338.0	ENSP00000380157	184507at9347
ENSG00000122188	LAX1	54900.0	ENSP00000356186	125820at9347
ENSG00000102312	PORCN	64840.0	ENSP00000352946	95626at9347
ENSG00000128596	CCDC136	64753.0	ENSP00000297788	45340at9347
ENSG00000152583	SPARCL1	8404.0	ENSP00000282470	79561at9347
ENSG00000130768	SMPDL3B	27293.0	ENSP00000363001	96400at9347
ENSG00000137070	IL11RA	3590.0	ENSP00000394391	116292at9347
ENSG00000183918	SH2D1A	4068.0	ENSP00000513571	189249at9347
ENSG00000141750	STAC2	342667.0	ENSP00000327509	117296at9347
ENSG00000170396	ZNF804A	91752.0	ENSP00000303252	21443at9347
ENSG00000147246	HTR2C	3358.0	ENSP00000361019	105476at9347
ENSG00000254126	CD8B2	927.0	ENSP00000496416	190303at9347
ENSG00000160949	TONSL	4796.0	ENSP00000386239	19552at9347
ENSG00000119321	FKBP15	23307.0	ENSP00000238256	24088at9347
ENSG00000170190	SLC16A5	9121.0	ENSP00000463434	82854at9347
ENSG00000158156	XKR8	55113.0	ENSP00000502285	119679at9347
ENSG00000132300	PTCD3	55037.0	ENSP00000254630	61921at9347
ENSG00000101916	TLR8	51311.0	ENSP00000218032	29747at9347
ENSG00000105245	NUMBL	9253.0	ENSP00000252891	97004at9347
ENSG00000182118	FAM89A	375061.0	ENSP00000355614	198023at9347
ENSG00000143633	C1orf131	128061.0	ENSP00000355611	179774at9347
ENSG00000135297	MTO1	25821.0	ENSP00000402038	54341at9347
ENSG00000241852	C8orf58	541565.0	ENSP00000386265	169730at9347
ENSG00000125449	ARMC7	79637.0	ENSP00000245543	170695at9347
ENSG00000109771	LRP2BP	55805.0	ENSP00000332681	104993at9347
ENSG00000182934	SRPRA	6734.0	ENSP00000328023	61801at9347
ENSG00000272899	SPMIP1	100130705.0	ENSP00000490280	186689at9347
ENSG00000158457	TSPAN33	340348.0	ENSP00000483872	147101at9347
ENSG00000082213	C5orf22	55322.0	ENSP00000326879	109375at9347
ENSG00000288208			ENSP00000499896	83993at9347
ENSG00000132773	TOE1	114034.0	ENSP00000361162	88357at9347
ENSG00000128602	SMO	6608.0	ENSP00000249373	39946at9347
ENSG00000205208	C4orf46	201725.0	ENSP00000368503	200103at9347
ENSG00000171503	ETFDH	2110.0	ENSP00000507546	40236at9347
ENSG00000070759	TESK2	10420.0	ENSP00000361156	66649at9347
ENSG00000123815	COQ8B	79934.0	ENSP00000504072	80167at9347
ENSG00000072682	P4HA2	8974.0	ENSP00000353772	66073at9347
ENSG00000177971	IMP3	55272.0	ENSP00000326981	178010at9347
ENSG00000132313	MRPL35	51318.0	ENSP00000254644	184209at9347
ENSG00000110063	DCPS	28960.0	ENSP00000263579	129181at9347
ENSG00000101966	XIAP	331.0	ENSP00000405529	73274at9347
ENSG00000132763	MMACHC	25974.0	ENSP00000383840	144725at9347
ENSG00000115548	KDM3A	55818.0	ENSP00000386660	11287at9347
ENSG00000178966	RMI1	80010.0	ENSP00000317039	68131at9347
ENSG00000165269	AQP7	364.0	ENSP00000368821	160477at9347
ENSG00000110080	ST3GAL4	6484.0	ENSP00000227495	112961at9347
ENSG00000130313	PGLS	25796.0	ENSP00000252603	164549at9347
ENSG00000170419	VSTM2A	222008.0	ENSP00000303108	164688at9347
ENSG00000147044	CASK	8573.0	ENSP00000400526	23509at9347
ENSG00000142444	TIMM29	90580.0	ENSP00000270502	177247at9347
ENSG00000125450	NUP85	79902.0	ENSP00000245544	50727at9347
ENSG00000105926	PALS2	51678.0	ENSP00000222644	66189at9347
ENSG00000113360	DROSHA	29102.0	ENSP00000339845	17879at9347
ENSG00000229474	PATL2	197135.0	ENSP00000416673	115075at9347
ENSG00000165271	NOL6	65083.0	ENSP00000297990	15321at9347
ENSG00000029559	IBSP	3381.0	ENSP00000226284	193501at9347
ENSG00000133019	CHRM3	1131.0	ENSP00000502667	83505at9347
ENSG00000118762	PKD2	5311.0	ENSP00000237596	44976at9347
ENSG00000130713	EXOSC2	23404.0	ENSP00000418463	133359at9347
ENSG00000126259	KIRREL2	84063.0	ENSP00000465305	56026at9347
ENSG00000164754	RAD21	5885.0	ENSP00000509687	66548at9347
ENSG00000162636	EEIG2	284611.0	ENSP00000386084	121353at9347
ENSG00000125447	GGA3	23163.0	ENSP00000446421	59706at9347
ENSG00000178209	PLEC	5339.0	ENSP00000344848	1068at9347
ENSG00000162639	HENMT1	113802.0	ENSP00000385655	97694at9347
ENSG00000132330	SCLY	51540.0	ENSP00000499199	104296at9347
ENSG00000212864	RNF208	727800.0	ENSP00000376572	158941at9347
ENSG00000166069	TMCO5A	145942.0	ENSP00000327234	170969at9347
ENSG00000165684	SNAPC4	6621.0	ENSP00000510559	39261at9347
ENSG00000196526	AFAP1	60312.0	ENSP00000353402	63785at9347
ENSG00000119508	NR4A3	8013.0	ENSP00000482027	104828at9347
ENSG00000134186	PRPF38B	55119.0	ENSP00000359042	174500at9347
ENSG00000138772	ANXA3	306.0	ENSP00000423068	118702at9347
ENSG00000105290	APLP1	333.0	ENSP00000441501	73369at9347
ENSG00000136874	STX17	55014.0	ENSP00000259400	168792at9347
ENSG00000143107	FNDC7	163479.0	ENSP00000359034	43027at9347
ENSG00000166938	DIS3L	115752.0	ENSP00000321583	19217at9347
ENSG00000116266	STXBP3	6814.0	ENSP00000359025	54750at9347
ENSG00000168427	KLHL30	377007.0	ENSP00000386389	65785at9347
ENSG00000132323	ILKAP	80895.0	ENSP00000254654	112058at9347
ENSG00000136861	CDK5RAP2	55755.0	ENSP00000343818	7144at9347
ENSG00000125445	MRPS7	51081.0	ENSP00000245539	160906at9347
ENSG00000138759	FRAS1	80144.0	ENSP00000422834	782at9347
ENSG00000075131	TIPIN	54962.0	ENSP00000261881	164433at9347
ENSG00000132676	DAP3	7818.0	ENSP00000476592	100518at9347
ENSG00000125454	SLC25A19	60386.0	ENSP00000397818	126221at9347
ENSG00000285868			ENSP00000496943	167239at9347
ENSG00000168016	TRANK1	9881.0	ENSP00000416168	2308at9347
ENSG00000172548	NIPAL4	348938.0	ENSP00000406456	120527at9347
